"genotype","rep","image","emmean","SE","df","asymp.LCL","asymp.UCL"
"2014005-024","1","36",0.320539096859994,0.0104098335080368,Inf,0.300136198099184,0.340941995620804
"2014006-046","1","36",0.32355048738442,0.0104098335080375,Inf,0.303147588623609,0.343953386145232
"2014007-001","1","36",0.340590738307802,0.0104098335080365,Inf,0.320187839546992,0.360993637068612
"2014008-016","1","36",0.324502631502606,0.0103642004164775,Inf,0.304189171957755,0.344816091047457
"2014009-010","1","36",0.331107240502189,0.010409833508037,Inf,0.310704341741379,0.351510139263
"2014009-012","1","36",0.335637703741941,0.0104098335080381,Inf,0.315234804981128,0.356040602502754
"2014009-034","1","36",0.291351041630748,0.0104608936762688,Inf,0.270848066779158,0.311854016482338
"2014009-041","1","36",0.322239997364166,0.0104098335080374,Inf,0.301837098603355,0.342642896124978
"2014009-046","1","36",0.294393219022687,0.0103642001658953,Inf,0.274079759968968,0.314706678076406
"2014010-010","1","36",0.342821045287948,0.0104098335080363,Inf,0.322418146527139,0.363223944048758
"W1406-001","1","36",0.343217588545082,0.0104098335080368,Inf,0.322814689784272,0.363620487305893
"W1411-017","1","36",0.32910200305102,0.0104608939694038,Inf,0.308599027624896,0.349604978477144
"W1425-006","1","36",0.321320768110818,0.0103642005200013,Inf,0.301007308363064,0.341634227858572
"2014001-005","2","36",0.351910994419041,0.0104098335081334,Inf,0.331508095658041,0.372313893180041
"2014005-019","2","36",0.333195298711607,0.0103641991755089,Inf,0.31288184159901,0.353508755824205
"2014005-024","2","36",0.325030901339677,0.0104098335080369,Inf,0.304628002578867,0.345433800100488
"2014006-046","2","36",0.328042291864104,0.0104098335080381,Inf,0.307639393103291,0.348445190624916
"2014007-001","2","36",0.345082542787485,0.0104098335080369,Inf,0.324679644026675,0.365485441548296
"2014008-016","2","36",0.32899443598229,0.0103644387612876,Inf,0.308680509290195,0.349308362674384
"2014009-010","2","36",0.335599044981873,0.0104098335080373,Inf,0.315196146221061,0.356001943742684
"2014009-012","2","36",0.340129508221624,0.0104098335080383,Inf,0.319726609460811,0.360532406982438
"2014009-034","2","36",0.295842846110431,0.0104606288044978,Inf,0.275340390397973,0.316345301822889
"2014009-041","2","36",0.32673180184385,0.0104098335080377,Inf,0.306328903083037,0.347134700604662
"2014009-046","2","36",0.298885023502371,0.0103644392256541,Inf,0.278571095900134,0.319198951104607
"2014010-010","2","36",0.347312849767632,0.0104098335080366,Inf,0.326909951006822,0.367715748528442
"W1406-001","2","36",0.347709393024766,0.0104098335080372,Inf,0.327306494263955,0.368112291785577
"W1411-017","2","36",0.333593807530703,0.0104606286586719,Inf,0.313091352104059,0.354096262957348
"W1425-006","2","36",0.325812572590502,0.0103644385694421,Inf,0.305498646274417,0.346126498906586
"2014001-005","1","37",0.344955186107015,0.0104098335081776,Inf,0.324552287345929,0.365358084868102
"2014005-019","1","37",0.321352242059631,0.0104098335080373,Inf,0.300949343298819,0.341755140820442
"2014005-024","1","37",0.321157927632531,0.0104098335080368,Inf,0.300755028871721,0.341560826393342
"2014006-046","1","37",0.335428161210871,0.0104098335080375,Inf,0.31502526245006,0.355831059971683
"2014007-001","1","37",0.341598383822636,0.0104098335080365,Inf,0.321195485061827,0.362001282583446
"2014008-016","1","37",0.323718814294679,0.0103644387612873,Inf,0.303404887602585,0.344032740986773
"2014009-010","1","37",0.327526124251927,0.010409833508037,Inf,0.307123225491116,0.347929023012737
"2014009-012","1","37",0.331457393753647,0.0104098335080381,Inf,0.311054494992834,0.35186029251446
"2014009-034","1","37",0.294871604029845,0.0104098335080371,Inf,0.274468705269034,0.315274502790656
"2014009-041","1","37",0.325962669634809,0.0104098335080374,Inf,0.305559770873998,0.346365568395621
"2014009-046","1","37",0.297833199611625,0.0104098335080373,Inf,0.277430300850813,0.318236098372436
"2014010-010","1","37",0.339650369843056,0.0104098335080363,Inf,0.319247471082246,0.360053268603865
"W1406-001","1","37",0.343034206389683,0.0104098335080368,Inf,0.322631307628873,0.363437105150494
"W1411-017","1","37",0.325711710320933,0.0104098335080369,Inf,0.305308811560122,0.346114609081743
"W1425-006","1","37",0.312336616341315,0.0104098335080374,Inf,0.291933717580503,0.332739515102126
"2014001-005","2","37",0.349446990586699,0.0104098335081334,Inf,0.329044091825699,0.369849889347698
"2014005-019","2","37",0.325844046539314,0.0104098335080375,Inf,0.305441147778502,0.346246945300126
"2014005-024","2","37",0.325649732112215,0.0104098335080369,Inf,0.305246833351404,0.346052630873025
"2014006-046","2","37",0.339919965690555,0.0104098335080381,Inf,0.319517066929742,0.360322864451368
"2014007-001","2","37",0.34609018830232,0.0104098335080369,Inf,0.325687289541509,0.36649308706313
"2014008-016","2","37",0.328210618774363,0.0103642004164777,Inf,0.307897159229511,0.348524078319214
"2014009-010","2","37",0.33201792873161,0.0104098335080373,Inf,0.311615029970799,0.352420827492421
"2014009-012","2","37",0.33594919823333,0.0104098335080383,Inf,0.315546299472517,0.356352096994144
"2014009-034","2","37",0.299363408509528,0.0104098335080374,Inf,0.278960509748717,0.31976630727034
"2014009-041","2","37",0.330454474114493,0.0104098335080377,Inf,0.31005157535368,0.350857372875305
"2014009-046","2","37",0.302325004091308,0.0104098335080375,Inf,0.281922105330496,0.32272790285212
"2014010-010","2","37",0.344142174322739,0.0104098335080366,Inf,0.323739275561929,0.364545073083549
"W1406-001","2","37",0.347526010869367,0.0104098335080372,Inf,0.327123112108555,0.367928909630178
"W1411-017","2","37",0.330203514800616,0.0104098335080372,Inf,0.309800616039805,0.350606413561427
"W1425-006","2","37",0.316828420820998,0.0104098335080377,Inf,0.296425522060186,0.33723131958181
"2014001-005","1","38",0.346770083464058,0.0104098335081776,Inf,0.326367184702972,0.367172982225144
"2014005-019","1","38",0.325221413213359,0.0104606274459022,Inf,0.3047189601637,0.345723866263019
"2014005-024","1","38",0.318143289879638,0.0104098335080368,Inf,0.297740391118827,0.338546188640448
"2014006-046","1","38",0.333564335400603,0.0104608931546117,Inf,0.313061361571442,0.354067309229763
"2014007-001","1","38",0.330937536221923,0.0104098335080365,Inf,0.310534637461114,0.351340434982733
"2014008-016","1","38",0.314610191412961,0.0104098335080375,Inf,0.294207292652149,0.335013090173773
"2014009-010","1","38",0.331966937990902,0.010409833508037,Inf,0.311564039230091,0.352369836751713
"2014009-012","1","38",0.333006105843026,0.010364438667465,Inf,0.31269217933482,0.353320032351232
"2014009-034","1","38",0.299885449432002,0.0104606288044975,Inf,0.279382993719544,0.320387905144459
"2014009-041","1","38",0.324489182443345,0.0104098335080374,Inf,0.304086283682533,0.344892081204157
"2014009-046","1","38",0.289903364198066,0.0104098335080373,Inf,0.269500465437254,0.310306262958877
"2014010-010","1","38",0.337151015305642,0.0104098335080363,Inf,0.316748116544832,0.357553914066451
"W1406-001","1","38",0.338820548940274,0.0104098335080368,Inf,0.318417650179463,0.359223447701084
"W1411-017","1","38",0.329120907024999,0.0104098335080369,Inf,0.308718008264189,0.34952380578581
"W1425-006","1","38",0.311288317252286,0.0104098335080374,Inf,0.290885418491474,0.331691216013097
"2014001-005","2","38",0.351261887943741,0.0104098335081334,Inf,0.330858989182742,0.371664786704741
"2014005-019","2","38",0.329713217693043,0.0104608964072937,Inf,0.309210237488743,0.350216197897343
"2014005-024","2","38",0.322635094359321,0.010409833508037,Inf,0.30223219559851,0.343037993120132
"2014006-046","2","38",0.338056139880286,0.0104606290640075,Inf,0.317553683659199,0.358558596101374
"2014007-001","2","38",0.335429340701607,0.0104098335080369,Inf,0.315026441940796,0.355832239462417
"2014008-016","2","38",0.319101995892644,0.0104098335080377,Inf,0.298699097131832,0.339504894653457
"2014009-010","2","38",0.336458742470586,0.0104098335080373,Inf,0.316055843709774,0.356861641231397
"2014009-012","2","38",0.33749791032271,0.0103642004671072,Inf,0.317184450678626,0.357811369966793
"2014009-034","2","38",0.304377253911685,0.0104608936762692,Inf,0.283874279060095,0.324880228763275
"2014009-041","2","38",0.328980986923029,0.0104098335080377,Inf,0.308578088162216,0.349383885683841
"2014009-046","2","38",0.294395168677749,0.0104098335080375,Inf,0.273992269916937,0.314798067438561
"2014010-010","2","38",0.341642819785325,0.0104098335080366,Inf,0.321239921024515,0.362045718546135
"W1406-001","2","38",0.343312353419957,0.0104098335080372,Inf,0.322909454659146,0.363715252180768
"W1411-017","2","38",0.333612711504683,0.0104098335080372,Inf,0.313209812743872,0.354015610265494
"W1425-006","2","38",0.315780121731969,0.0104098335080377,Inf,0.295377222971157,0.336183020492781
"2014001-005","1","39",0.348222120039668,0.0104098335081776,Inf,0.327819221278582,0.368625018800754
"2014005-019","1","39",0.327784288569323,0.0104098335080373,Inf,0.307381389808512,0.348187187330135
"2014005-024","1","39",0.319590503268655,0.0104098335080368,Inf,0.299187604507845,0.339993402029466
"2014006-046","1","39",0.329027002023468,0.0103642007108105,Inf,0.308713541901735,0.349340462145201
"2014007-001","1","39",0.33325866382078,0.0104098335080365,Inf,0.31285576505997,0.35366156258159
"2014008-016","1","39",0.319044312572024,0.0104098335080375,Inf,0.298641413811212,0.339447211332835
"2014009-010","1","39",0.331030305141504,0.010409833508037,Inf,0.310627406380693,0.351433203902315
"2014009-012","1","39",0.334088041346004,0.0104098335080381,Inf,0.313685142585191,0.354490940106817
"2014009-034","1","39",0.302621680095359,0.0104098335080371,Inf,0.282218781334548,0.32302457885617
"2014009-041","1","39",0.328923608465787,0.0104098335080374,Inf,0.308520709704975,0.349326507226599
"2014009-046","1","39",0.294698977215345,0.0104098335080373,Inf,0.274296078454534,0.315101875976157
"2014010-010","1","39",0.337880009930513,0.0104098335080363,Inf,0.317477111169704,0.358282908691323
"W1406-001","1","39",0.33969348115687,0.0104098335080368,Inf,0.31929058239606,0.360096379917681
"W1411-017","1","39",0.322137428924106,0.0104098335080369,Inf,0.301734530163296,0.342540327684917
"W1425-006","1","39",0.312082169440806,0.0104098335080374,Inf,0.291679270679995,0.332485068201618
"2014001-005","2","39",0.352713924519351,0.0104098335081334,Inf,0.332311025758352,0.373116823280351
"2014005-019","2","39",0.332276093049007,0.0104098335080375,Inf,0.311873194288195,0.352678991809819
"2014005-024","2","39",0.324082307748339,0.010409833508037,Inf,0.303679408987528,0.344485206509149
"2014006-046","2","39",0.333518806503151,0.0103644382158447,Inf,0.313204880880105,0.353832732126198
"2014007-001","2","39",0.337750468300464,0.0104098335080369,Inf,0.317347569539653,0.358153367061274
"2014008-016","2","39",0.323536117051707,0.0104098335080377,Inf,0.303133218290895,0.343939015812519
"2014009-010","2","39",0.335522109621187,0.0104098335080373,Inf,0.315119210860376,0.355925008381999
"2014009-012","2","39",0.338579845825688,0.0104098335080383,Inf,0.318176947064874,0.358982744586501
"2014009-034","2","39",0.307113484575042,0.0104098335080374,Inf,0.286710585814231,0.327516383335854
"2014009-041","2","39",0.33341541294547,0.0104098335080377,Inf,0.313012514184658,0.353818311706283
"2014009-046","2","39",0.299190781695029,0.0104098335080375,Inf,0.278787882934217,0.319593680455841
"2014010-010","2","39",0.342371814410197,0.0104098335080366,Inf,0.321968915649387,0.362774713171007
"W1406-001","2","39",0.344185285636554,0.0104098335080373,Inf,0.323782386875743,0.364588184397365
"W1411-017","2","39",0.32662923340379,0.0104098335080372,Inf,0.306226334642978,0.347032132164601
"W1425-006","2","39",0.31657397392049,0.0104098335080377,Inf,0.296171075159677,0.336976872681302
"2014001-005","1","4",0.340724854881323,0.0104608945363077,Inf,0.320221878344088,0.361227831418558
"2014005-019","1","4",0.331542196504924,0.0104098335080373,Inf,0.311139297744113,0.351945095265736
"2014005-024","1","4",0.322901187991376,0.0104098335080368,Inf,0.302498289230566,0.343304086752186
"2014006-046","1","4",0.330115724286648,0.0104098335080375,Inf,0.309712825525836,0.35051862304746
"2014007-001","1","4",0.331939322705512,0.0104098335080365,Inf,0.311536423944702,0.352342221466322
"2014008-016","1","4",0.311838037106811,0.0104098335080375,Inf,0.291435138346,0.332240935867623
"2014009-010","1","4",0.341201562422991,0.010409833508037,Inf,0.32079866366218,0.361604461183801
"2014009-012","1","4",0.331380741946461,0.0104098335080381,Inf,0.310977843185648,0.351783640707274
"2014009-034","1","4",0.297018275661354,0.0104098335080371,Inf,0.276615376900543,0.317421174422165
"2014009-041","1","4",0.324027527090002,0.0104098335080374,Inf,0.303624628329191,0.344430425850814
"2014009-046","1","4",0.288184204967375,0.0104606284897027,Inf,0.267681749871904,0.308686660062846
"2014010-010","1","4",0.342819535186291,0.0104098335080363,Inf,0.322416636425481,0.3632224339471
"W1406-001","1","4",0.343703597522487,0.0104098335080368,Inf,0.323300698761677,0.364106496283298
"W1411-017","1","4",0.32604906429273,0.0103644389285511,Inf,0.305735137272805,0.346362991312655
"W1425-006","1","4",0.316317213662654,0.0103642005200014,Inf,0.2960037539149,0.336630673410408
"2014001-005","2","4",0.345216659361006,0.0104606283768203,Inf,0.324714204486781,0.365719114235232
"2014005-019","2","4",0.336034000984608,0.0104098335080375,Inf,0.315631102223796,0.356436899745419
"2014005-024","2","4",0.327392992471059,0.010409833508037,Inf,0.306990093710249,0.34779589123187
"2014006-046","2","4",0.334607528766331,0.0104098335080381,Inf,0.314204630005518,0.355010427527144
"2014007-001","2","4",0.336431127185196,0.0104098335080369,Inf,0.316028228424385,0.356834025946006
"2014008-016","2","4",0.316329841586495,0.0104098335080377,Inf,0.295926942825683,0.336732740347307
"2014009-010","2","4",0.345693366902674,0.0104098335080373,Inf,0.325290468141863,0.366096265663485
"2014009-012","2","4",0.335872546426144,0.0104098335080383,Inf,0.315469647665331,0.356275445186957
"2014009-034","2","4",0.301510080141038,0.0104098335080374,Inf,0.281107181380226,0.321912978901849
"2014009-041","2","4",0.328519331569686,0.0104098335080377,Inf,0.308116432808874,0.348922230330498
"2014009-046","2","4",0.292676009447058,0.0104608943090624,Inf,0.272173033355216,0.313178985538901
"2014010-010","2","4",0.347311339665974,0.0104098335080366,Inf,0.326908440905164,0.367714238426784
"W1406-001","2","4",0.348195402002171,0.0104098335080373,Inf,0.327792503241359,0.368598300762982
"W1411-017","2","4",0.330540868772414,0.0103642003262178,Inf,0.310227409404468,0.350854328140359
"W1425-006","2","4",0.320809018142338,0.0103644385694421,Inf,0.300495091826253,0.341122944458422
"2014001-005","1","40",0.351609279167798,0.0104098335081776,Inf,0.331206380406712,0.372012177928884
"2014005-019","1","40",0.337841132696833,0.0103644410609982,Inf,0.317527201497388,0.358155063896277
"2014005-024","1","40",0.328825011475513,0.0104098335080368,Inf,0.308422112714703,0.349227910236323
"2014006-046","1","40",0.339339007673244,0.0104098335080375,Inf,0.318936108912432,0.359741906434055
"2014007-001","1","40",0.33655566974495,0.0104098335080365,Inf,0.316152770984141,0.35695856850576
"2014008-016","1","40",0.324350943736546,0.0104098335080375,Inf,0.303948044975735,0.344753842497358
"2014009-010","1","40",0.335733478092038,0.010409833508037,Inf,0.315330579331227,0.356136376852848
"2014009-012","1","40",0.333801412377297,0.0104098335080381,Inf,0.313398513616484,0.35420431113811
"2014009-034","1","40",0.299147638758099,0.0104098335080371,Inf,0.278744739997289,0.31955053751891
"2014009-041","1","40",0.328060589617779,0.0104098335080374,Inf,0.307657690856967,0.34846348837859
"2014009-046","1","40",0.296479978922516,0.0104098335080373,Inf,0.276077080161705,0.316882877683327
"2014010-010","1","40",0.347285212460089,0.0104098335080363,Inf,0.32688231369928,0.367688111220899
"W1406-001","1","40",0.342922898636253,0.0103644393174791,Inf,0.322608970854043,0.363236826418463
"W1411-017","1","40",0.32789253402243,0.0104098335080369,Inf,0.30748963526162,0.348295432783241
"W1425-006","1","40",0.304348822865087,0.0104098335080374,Inf,0.283945924104276,0.324751721625899
"2014001-005","2","40",0.356101083647481,0.0104098335081333,Inf,0.335698184886482,0.376503982408481
"2014005-019","2","40",0.342332937176516,0.0103641991755089,Inf,0.322019480063919,0.362646394289113
"2014005-024","2","40",0.333316815955197,0.010409833508037,Inf,0.312913917194386,0.353719714716007
"2014006-046","2","40",0.343830812152927,0.0104098335080381,Inf,0.323427913392114,0.36423371091374
"2014007-001","2","40",0.341047474224634,0.0104098335080369,Inf,0.320644575463823,0.361450372985444
"2014008-016","2","40",0.32884274821623,0.0104098335080377,Inf,0.308439849455417,0.349245646977042
"2014009-010","2","40",0.340225282571721,0.0104098335080373,Inf,0.31982238381091,0.360628181332532
"2014009-012","2","40",0.338293216856981,0.0104098335080383,Inf,0.317890318096167,0.358696115617794
"2014009-034","2","40",0.303639443237783,0.0104098335080374,Inf,0.283236544476971,0.324042341998594
"2014009-041","2","40",0.332552394097462,0.0104098335080377,Inf,0.31214949533665,0.352955292858274
"2014009-046","2","40",0.300971783402199,0.0104098335080375,Inf,0.280568884641388,0.321374682163011
"2014010-010","2","40",0.351777016939773,0.0104098335080366,Inf,0.331374118178963,0.372179915700583
"W1406-001","2","40",0.347414703115937,0.0103642001163442,Inf,0.327101244159336,0.367728162072537
"W1411-017","2","40",0.332384338502114,0.0104098335080372,Inf,0.311981439741302,0.352787237262925
"W1425-006","2","40",0.308840627344771,0.0104098335080377,Inf,0.288437728583958,0.329243526105583
"2014001-005","1","41",0.349546849918057,0.0104098335081776,Inf,0.329143951156971,0.369949748679143
"2014005-019","1","41",0.339199044150108,0.0104606274459022,Inf,0.318696591100449,0.359701497199768
"2014005-024","1","41",0.315199280999434,0.0104098335080368,Inf,0.294796382238624,0.335602179760245
"2014006-046","1","41",0.33674429392474,0.0104606290640069,Inf,0.316241837703653,0.357246750145826
"2014007-001","1","41",0.346915762747535,0.0104098335080365,Inf,0.326512863986725,0.367318661508345
"2014008-016","1","41",0.319183417236474,0.0104098335080375,Inf,0.298780518475662,0.339586315997286
"2014009-010","1","41",0.329801814553397,0.010409833508037,Inf,0.309398915792586,0.350204713314207
"2014009-012","1","41",0.333524797692406,0.0104098335080381,Inf,0.313121898931593,0.353927696453219
"2014009-034","1","41",0.296223966615839,0.0104098335080371,Inf,0.275821067855028,0.31662686537665
"2014009-041","1","41",0.324735881478393,0.0103644385063857,Inf,0.304421955285896,0.345049807670889
"2014009-046","1","41",0.305629576551503,0.0104098335080373,Inf,0.285226677790691,0.326032475312314
"2014010-010","1","41",0.347261388139082,0.0104098335080363,Inf,0.326858489378273,0.367664286899892
"W1406-001","1","41",0.342201463987155,0.0104098335080368,Inf,0.321798565226345,0.362604362747966
"W1411-017","1","41",0.32500773389012,0.0104098335080369,Inf,0.30460483512931,0.345410632650931
"W1425-006","1","41",0.311264755165083,0.0104098335080374,Inf,0.290861856404271,0.331667653925894
"2014001-005","2","41",0.354038654397741,0.0104098335081334,Inf,0.333635755636741,0.37444155315874
"2014005-019","2","41",0.343690848629792,0.0104608964072937,Inf,0.323187868425492,0.364193828834092
"2014005-024","2","41",0.319691085479118,0.0104098335080369,Inf,0.299288186718307,0.340093984239928
"2014006-046","2","41",0.341236098404423,0.0104608931546123,Inf,0.320733124575261,0.361739072233585
"2014007-001","2","41",0.351407567227218,0.0104098335080369,Inf,0.331004668466408,0.371810465988029
"2014008-016","2","41",0.323675221716157,0.0104098335080377,Inf,0.303272322955345,0.34407812047697
"2014009-010","2","41",0.33429361903308,0.0104098335080373,Inf,0.313890720272269,0.354696517793891
"2014009-012","2","41",0.338016602172089,0.0104098335080383,Inf,0.317613703411276,0.358419500932903
"2014009-034","2","41",0.300715771095522,0.0104098335080374,Inf,0.280312872334711,0.321118669856334
"2014009-041","2","41",0.329227685958076,0.0103642005540281,Inf,0.308914226143631,0.349541145772521
"2014009-046","2","41",0.310121381031186,0.0104098335080375,Inf,0.289718482270374,0.330524279791998
"2014010-010","2","41",0.351753192618766,0.0104098335080366,Inf,0.331350293857956,0.372156091379576
"W1406-001","2","41",0.346693268466839,0.0104098335080372,Inf,0.326290369706027,0.36709616722765
"W1411-017","2","41",0.329499538369804,0.0104098335080372,Inf,0.309096639608993,0.349902437130615
"W1425-006","2","41",0.315756559644766,0.0104098335080377,Inf,0.295353660883954,0.336159458405578
"2014001-005","1","42",0.341570542899427,0.0104098335081776,Inf,0.321167644138341,0.361973441660513
"2014005-019","1","42",0.330329828712685,0.0104098335080373,Inf,0.309926929951874,0.350732727473497
"2014005-024","1","42",0.319605296213492,0.0104098335080368,Inf,0.299202397452681,0.340008194974302
"2014006-046","1","42",0.33827144576334,0.0104608931546117,Inf,0.317768471934179,0.3587744195925
"2014007-001","1","42",0.339609371067427,0.0104098335080365,Inf,0.319206472306617,0.360012269828237
"2014008-016","1","42",0.320632621944148,0.0104098335080375,Inf,0.300229723183336,0.341035520704959
"2014009-010","1","42",0.343804052147289,0.010409833508037,Inf,0.323401153386479,0.3642069509081
"2014009-012","1","42",0.333398013842586,0.0104098335080381,Inf,0.312995115081773,0.353800912603399
"2014009-034","1","42",0.296071662684734,0.0104098335080371,Inf,0.275668763923923,0.316474561445545
"2014009-041","1","42",0.327516232808248,0.0104098335080374,Inf,0.307113334047436,0.34791913156906
"2014009-046","1","42",0.316379230482805,0.0104098335080373,Inf,0.295976331721994,0.336782129243616
"2014010-010","1","42",0.345347213697417,0.0104098335080363,Inf,0.324944314936608,0.365750112458226
"W1406-001","1","42",0.335908791018548,0.0104098335080368,Inf,0.315505892257738,0.356311689779358
"W1411-017","1","42",0.322430159448569,0.0104098335080369,Inf,0.302027260687758,0.342833058209379
"W1425-006","1","42",0.312964184160007,0.0104098335080374,Inf,0.292561285399195,0.333367082920818
"2014001-005","2","42",0.34606234737911,0.0104098335081334,Inf,0.325659448618111,0.36646524614011
"2014005-019","2","42",0.334821633192369,0.0104098335080375,Inf,0.314418734431557,0.355224531953181
"2014005-024","2","42",0.324097100693175,0.0104098335080369,Inf,0.303694201932365,0.344499999453986
"2014006-046","2","42",0.342763250243023,0.0104606290640075,Inf,0.322260794021935,0.36326570646411
"2014007-001","2","42",0.344101175547111,0.0104098335080369,Inf,0.3236982767863,0.364504074307921
"2014008-016","2","42",0.325124426423831,0.0104098335080377,Inf,0.304721527663019,0.345527325184643
"2014009-010","2","42",0.348295856626973,0.0104098335080373,Inf,0.327892957866161,0.368698755387784
"2014009-012","2","42",0.33788981832227,0.0104098335080383,Inf,0.317486919561457,0.358292717083083
"2014009-034","2","42",0.300563467164418,0.0104098335080374,Inf,0.280160568403606,0.320966365925229
"2014009-041","2","42",0.332008037287931,0.0104098335080377,Inf,0.311605138527119,0.352410936048744
"2014009-046","2","42",0.320871034962488,0.0104098335080375,Inf,0.300468136201676,0.3412739337233
"2014010-010","2","42",0.3498390181771,0.0104098335080366,Inf,0.32943611941629,0.37024191693791
"W1406-001","2","42",0.340400595498231,0.0104098335080372,Inf,0.31999769673742,0.360803494259043
"W1411-017","2","42",0.326921963928252,0.0104098335080372,Inf,0.306519065167441,0.347324862689063
"W1425-006","2","42",0.31745598863969,0.0104098335080377,Inf,0.297053089878878,0.337858887400502
"2014001-005","1","43",0.338516123479914,0.0104098335081776,Inf,0.318113224718828,0.358919022241
"2014005-019","1","43",0.333105556638799,0.0104098335080373,Inf,0.312702657877988,0.353508455399611
"2014005-024","1","43",0.322891650424687,0.0104098335080368,Inf,0.302488751663877,0.343294549185498
"2014006-046","1","43",0.340553028992127,0.0104098335080375,Inf,0.320150130231315,0.360955927752938
"2014007-001","1","43",0.34901595022935,0.0104098335080365,Inf,0.32861305146854,0.36941884899016
"2014008-016","1","43",0.318090853293171,0.0104098335080375,Inf,0.297687954532359,0.338493752053982
"2014009-010","1","43",0.341886279185573,0.010409833508037,Inf,0.321483380424762,0.362289177946383
"2014009-012","1","43",0.334999263708642,0.0104098335080381,Inf,0.314596364947829,0.355402162469455
"2014009-034","1","43",0.293632944352478,0.0104098335080371,Inf,0.273230045591667,0.314035843113289
"2014009-041","1","43",0.324255051641872,0.0104098335080374,Inf,0.30385215288106,0.344657950402684
"2014009-046","1","43",0.307063126641019,0.0104098335080373,Inf,0.286660227880208,0.327466025401831
"2014010-010","1","43",0.344318325047196,0.0104098335080363,Inf,0.323915426286387,0.364721223808005
"W1406-001","1","43",0.333037262834836,0.0104098335080368,Inf,0.312634364074026,0.353440161595647
"W1411-017","1","43",0.335333806076532,0.0104098335080369,Inf,0.314930907315722,0.355736704837343
"W1425-006","1","43",0.30951054265088,0.0104098335080374,Inf,0.289107643890068,0.329913441411691
"2014001-005","2","43",0.343007927959597,0.0104098335081334,Inf,0.322605029198598,0.363410826720597
"2014005-019","2","43",0.337597361118483,0.0104098335080375,Inf,0.317194462357671,0.358000259879294
"2014005-024","2","43",0.327383454904371,0.0104098335080369,Inf,0.30698055614356,0.347786353665181
"2014006-046","2","43",0.34504483347181,0.0104098335080381,Inf,0.324641934710997,0.365447732232623
"2014007-001","2","43",0.353507754709034,0.0104098335080369,Inf,0.333104855948223,0.373910653469844
"2014008-016","2","43",0.322582657772854,0.0104098335080377,Inf,0.302179759012042,0.342985556533666
"2014009-010","2","43",0.346378083665256,0.0104098335080373,Inf,0.325975184904445,0.366780982426067
"2014009-012","2","43",0.339491068188325,0.0104098335080383,Inf,0.319088169427512,0.359893966949138
"2014009-034","2","43",0.298124748832162,0.0104098335080374,Inf,0.27772185007135,0.318527647592973
"2014009-041","2","43",0.328746856121555,0.0104098335080377,Inf,0.308343957360743,0.349149754882367
"2014009-046","2","43",0.311554931120703,0.0104098335080375,Inf,0.291152032359891,0.331957829881514
"2014010-010","2","43",0.34881012952688,0.0104098335080366,Inf,0.32840723076607,0.369213028287689
"W1406-001","2","43",0.33752906731452,0.0104098335080372,Inf,0.317126168553709,0.357931966075331
"W1411-017","2","43",0.339825610556216,0.0104098335080372,Inf,0.319422711795404,0.360228509317027
"W1425-006","2","43",0.314002347130563,0.0104098335080377,Inf,0.293599448369751,0.334405245891375
"2014001-005","1","44",0.34010264126852,0.0104098335081776,Inf,0.319699742507434,0.360505540029607
"2014005-019","1","44",0.329071552312469,0.0104098335080373,Inf,0.308668653551658,0.34947445107328
"2014005-024","1","44",0.313899067066636,0.010364200121823,Inf,0.293585608099297,0.334212526033975
"2014006-046","1","44",0.33205933614675,0.0104098335080375,Inf,0.311656437385938,0.352462234907561
"2014007-001","1","44",0.335594618323503,0.0104098335080365,Inf,0.315191719562693,0.355997517084313
"2014008-016","1","44",0.321953222179935,0.0103642004164775,Inf,0.301639762635084,0.342266681724785
"2014009-010","1","44",0.327412510567243,0.010409833508037,Inf,0.307009611806432,0.347815409328054
"2014009-012","1","44",0.332506665999493,0.0104098335080381,Inf,0.31210376723868,0.352909564760306
"2014009-034","1","44",0.294640962462964,0.0104608936762688,Inf,0.274137987611375,0.315143937314554
"2014009-041","1","44",0.317780402571199,0.0104112085357232,Inf,0.297374808805645,0.338185996336752
"2014009-046","1","44",0.300361458441884,0.0104098335080373,Inf,0.279958559681073,0.320764357202695
"2014010-010","1","44",0.343231822645081,0.0104098335080363,Inf,0.322828923884271,0.36363472140589
"W1406-001","1","44",0.343389585251272,0.0104608944140401,Inf,0.322886608953677,0.363892561548866
"W1411-017","1","44",0.327663234519611,0.0104098335080369,Inf,0.307260335758801,0.348066133280422
"W1425-006","1","44",0.308367348857104,0.0104098335080374,Inf,0.287964450096292,0.328770247617915
"2014001-005","2","44",0.344594445748204,0.0104098335081334,Inf,0.324191546987204,0.364997344509203
"2014005-019","2","44",0.333563356792152,0.0104098335080375,Inf,0.313160458031341,0.353966255552964
"2014005-024","2","44",0.31839087154632,0.0103644393073254,Inf,0.298076943784011,0.338704799308629
"2014006-046","2","44",0.336551140626433,0.0104098335080381,Inf,0.31614824186562,0.356954039387246
"2014007-001","2","44",0.340086422803186,0.0104098335080369,Inf,0.319683524042376,0.360489321563997
"2014008-016","2","44",0.326445026659618,0.0103644387612876,Inf,0.306131099967523,0.346758953351713
"2014009-010","2","44",0.331904315046926,0.0104098335080373,Inf,0.311501416286115,0.352307213807738
"2014009-012","2","44",0.336998470479176,0.0104098335080383,Inf,0.316595571718363,0.357401369239989
